dcterms_spatial,dcterms_abstract,dc_subject,fedora_writable,dc_contributor,dc_identifier,fedora_lastModifiedBy,dcterms_type,dc_rights,dcterms_temporal,dc_description,ldp_contains,fedora_created,dc_format,dc_title,fedora_createdBy,dcterms_created,dc_publisher,fedora_hasParent,fedora_lastModified,files,dc_creator,dc_language
Texas|United States|College Station (Tex.),"Section drawing of the East, West, North, and South elevations of the Agricultural Engineering Building.",Architectural drawings|Depressions--1929--Texas|Design drawings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Scoates Hall,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,Architectural drawings|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/88/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/88/pages,2020-09-23T01:37:48.045000+00:00,Reformatted digital,Section drawings of the Agricultural Engineering Building,fedoraAdmin,1932,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:37:48.045000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/88/pages/page_0/files/atimeofresolve_0092_2019-03.jpg,,
College Station (Tex.)|Texas|United States,Photo of the North and East views of Animal Industries Building and Abattoir.,Depressions--1929--Texas|Historic buildings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Building,false,Texas A & M University. Cushing Memorial Library,Animal_Industries_Building_4_1933,fedoraAdmin,Photographs|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Nineteen thirties|Depressions--1929,"Inscription on item: Animal Industries Building Photo # ; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/17/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/17/pages,2020-09-23T01:36:30.068000+00:00,Reformatted digital,North and East views of Animal Industries Building and Abattoir,fedoraAdmin,1933-02-20,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:36:30.068000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/17/pages/page_0/files/atimeofresolve_0031_2019-03.jpg,"Turner, G.W.",
Spain|Rome|Egypt|Barcelona|Madrid|France|Paris|Italy,"A brief history of the Cotton Contest and Frank Bednarek's summary of his experience on the 1935 Cotton Contest Tour. He recounts his visit to Spain, Egypt, Italy, and France.",Texas A & M University--History-20th century|Agricultural education|Cotton -- Egypt|Depressions--1929--Texas|College Station (Tex.)--History--20th century|Cotton trade|Cotton|International travel,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,StillImage|Text,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Frank Bednarek '35 Collection.",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/2/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/2/orderProxies,2020-09-23T01:40:05.488000+00:00,Reformatted digital,1935 Cotton Contest Tour,fedoraAdmin,1935,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:40:05.488000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/2/pages/page_0/files/atimeofresolve_0001_2019-03_01.jpg|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/2/pages/page_1/files/atimeofresolve_0001_2019-03_02.jpg|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/2/pages/page_2/files/atimeofresolve_0001_2019-03_03.jpg|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/2/pages/page_3/files/atimeofresolve_0001_2019-03_04.jpg|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/2/pages/page_4/files/atimeofresolve_0001_2019-03_05.jpg|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/2/pages/page_5/files/atimeofresolve_0001_2019-03_06.jpg|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/2/pages/page_6/files/atimeofresolve_0001_2019-03_07.jpg|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/2/pages/page_7/files/atimeofresolve_0001_2019-03_08.jpg|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/2/pages/page_8/files/atimeofresolve_0001_2019-03_09.jpg|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/2/pages/page_9/files/atimeofresolve_0001_2019-03_10.jpg|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/2/pages/page_10/files/atimeofresolve_0001_2019-03_11.jpg|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/2/pages/page_11/files/atimeofresolve_0001_2019-03_12.jpg|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/2/pages/page_12/files/atimeofresolve_0001_2019-03_13.jpg|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/2/pages/page_13/files/atimeofresolve_0001_2019-03_14.jpg|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/2/pages/page_14/files/atimeofresolve_0001_2019-03_15.jpg|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/2/pages/page_15/files/atimeofresolve_0001_2019-03_16.jpg|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/2/pages/page_16/files/atimeofresolve_0001_2019-03_17.jpg|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/2/pages/page_17/files/atimeofresolve_0001_2019-03_18.jpg|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/2/pages/page_18/files/atimeofresolve_0001_2019-03_19.jpg,"Bednarek, Frank",eng
Texas|United States|College Station (Tex.),Photo of African American women canning food in a canning kitchen.,Canning Kitchen|College Station (Tex.)--History--20th century|Canning and preserving|Texas A & M University--History-20th century|Depressions--1929--Texas,false,Texas A & M University. Cushing Memorial Library,African_American_Canning_Kitchen_1939,fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Texas Extension Service Photos",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/12/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/12/pages,2020-09-23T01:39:18.705000+00:00,Reformatted digital,African American Canning Kitchen,fedoraAdmin,1934,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:39:18.705000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/12/pages/page_0/files/atimeofresolve_0026_2019-03.jpg,,
Texas|United States|College Station (Tex.),Drawing of the front elevation for the Key Demonstration Farm House developed by the Texas Extension Service.,College Station (Tex.)--History--20th century|Demonstration Houses|Texas A & M University--History-20th century|Model houses|Architectural drawings|Depressions--1929--Texas,false,Texas A & M University. Cushing Memorial Library,Key Demonstration Farm Home Langford A,fedoraAdmin,Architectural drawings|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/72/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/72/pages,2020-09-23T01:37:27.541000+00:00,Reformatted digital,Front Elevation of Key Demonstration Farm House,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:37:27.541000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/72/pages/page_0/files/atimeofresolve_0082_2019-03.jpg,"Curtis, W. M.",
United States|College Station (Tex.)|Texas,Photo of the construction workers posing after having dug for the pouring of the foundation for the second phase of the Chemistry Building.,Historic buildings|Depressions--1929--Texas|College Station (Tex.)--History--20th century|Architectural elements|Architecture--Details|Texas A & M University--History-20th century,false,Texas A & M University. Cushing Memorial Library,Chemistry_Building_Early-Fall_1931_1,fedoraAdmin,Photographs|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"Inscription on item: Chemistry Building Photo #; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/25/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/25/pages,2020-09-23T01:39:52.805000+00:00,Reformatted digital,Construction workers posing for a photos after digging the site to pour the foundation of the second phase of the Chemistry Building,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:39:52.805000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/25/pages/page_0/files/atimeofresolve_0038_2019-03.jpg,,
Texas|United States|College Station (Tex.),Photo of Edwin J. Kyle holding the Sugar Bowl Trophy which was awarded to the 1939 Aggie Football Team after winning the 1940 Sugar Bowl and being named National Champions.,"Awards|Depressions--1929--Texas|Kyle, E. J. (Edwin Jackson), 1876-|Trophy|College Station (Tex.)--History--20th century|1939 National Champions|Texas A & M University--History-20th century",false,Texas A & M University. Cushing Memorial Library,Kyle_With_SugarBowl_207-UO-H-6_6-12,fedoraAdmin,Photographs|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; E.J. Kyle Collection",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/52/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/52/orderProxies,2020-09-23T01:38:28.561000+00:00,Reformatted digital,E.J. Kyle holding Sugar Bowl Trophy,fedoraAdmin,1940,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:38:28.561000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/52/pages/page_0/files/atimeofresolve_0064_2019-03.jpg,,
Texas|College Station (Tex.)|United States,Photo of the front (east) entrance of the Administration Building.,Colonnades|Architecture|Depressions--1929--Texas|Historic buildings|College Station (Tex.)--History--20th century|Columns|Texas A & M University--History-20th century|Building entrance,false,Aggieland Studios|Texas A & M University. Cushing Memorial Library,Admin_Building_22,fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"Inscription on item: Admin Building Photo #; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/6/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/6/pages,2020-09-23T01:36:56.515000+00:00,Reformatted digital,Administration Building,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:36:56.515000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/6/pages/page_0/files/atimeofresolve_0020_2019-03.jpg,,
Texas|United States|College Station (Tex.),Photo of the architectural detail of the ceiling in the lobby of the Chemistry Building.,Depressions--1929--Texas|Historic buildings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century,false,Texas A & M University. Cushing Memorial Library,Chemistry_Building_Lobby_17B,fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"Inscription on item: Architectural Detail Photo #; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/27/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/27/orderProxies,2020-09-23T01:36:40.988000+00:00,Reformatted digital,Lobby ceiling of Chemistry Building,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:36:40.988000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/27/pages/page_0/files/atimeofresolve_0040_2019-03.jpg,,
United States|College Station (Tex.)|Texas,Photo of the Hensel Gardens in front of the Administration Building facing to the Northeast .,Landscape architecture|Flower gardens|Hensel Gardens|Depressions--1929--Texas|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century,false,Texas A & M University. Cushing Memorial Library,Admin_Curved_Garden,fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Fritz Hensel '07 Collection",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/9/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/9/orderProxies,2020-09-23T01:37:24.203000+00:00,Reformatted digital,Hensel Gardens,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:37:24.203000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/9/pages/page_0/files/atimeofresolve_0023_2019-03.jpg,,
Texas|United States|College Station (Tex.),"Drawing showing the details of the front, rear, and typical side elevation, and the longitudinal section of the Cushing Library.",College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Architectural drawings|Depressions--1929--Texas|Design drawings,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,Architectural drawings|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/107/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/107/pages,2020-09-23T01:38:12.600000+00:00,Reformatted digital,"Drawing Showing the Front, Rear, and Side Elevations and Longitudinal Section of the Cushing Library",fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:38:12.600000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/107/pages/page_0/files/atimeofresolve_0111_2019-03.jpg,,
United States|College Station (Tex.)|Texas,Campus plan mapping out the Agricultural and Mechanical College of Texas.,Campus plan|Depressions--1929--Texas|Maps|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century,false,Texas A & M University. Cushing Memorial Library,TAMU_G_4034_C582T4_1932_C6 Crop,fedoraAdmin,Photographs|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Call # G 4034 C58:2T4 1932 C6",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/65/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/65/pages,2020-09-23T01:38:03.679000+00:00,Reformatted digital,1932 Campus Plan,fedoraAdmin,1932-1-1,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:38:03.679000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/65/pages/page_0/files/atimeofresolve_0078_2019-03.jpg,,
Texas|United States|College Station (Tex.),Photo of the iron work and cast stone detail over the entrance to the Agricultural Engineering Building.,College Station (Tex.)--History--20th century|Architectural elements|Architecture--Details|Texas A & M University--History-20th century|Scoates Hall|Historic buildings|Depressions--1929--Texas,false,Texas A & M University. Cushing Memorial Library,Scoates_Hall_IronWork_Main_Entrance_22,fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"Inscription on item: Architectural Detail Photo #; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/56/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/56/pages,2020-09-23T01:36:56.441000+00:00,Reformatted digital,Iron work over the Agricultural Engineering Buildings main entrance,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:36:56.441000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/56/pages/page_0/files/atimeofresolve_0068_2019-03.jpg,,
